@relation OPENJPA_10_TrainingSet.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
376,376,188.0,376,0,0.0,0,376,188.0,376,376,188.0,376,2,0,1,YES
430,432,144.0,432,2,0.6666666666666666,2,434,144.66666666666666,432,434,144.66666666666666,432,3,0,1,NO
35,35,17.5,35,0,0.0,0,35,17.5,35,35,17.5,35,2,0,1,NO
572,575,191.66666666666666,572,3,1.0,3,578,192.66666666666666,572,572,190.66666666666666,572,3,0,2,NO
488,488,244.0,488,0,0.0,0,488,244.0,488,488,244.0,488,2,0,1,NO
520,520,260.0,520,0,0.0,0,520,260.0,520,520,260.0,520,2,0,1,NO
940,941,470.5,941,0,0.0,0,941,470.5,941,941,470.5,941,2,0,1,NO
71,71,35.5,71,0,0.0,0,71,35.5,71,71,35.5,71,2,0,1,NO
254,258,86.0,258,4,1.3333333333333333,4,262,87.33333333333333,258,262,87.33333333333333,258,3,0,1,NO
608,609,304.5,609,0,0.0,0,609,304.5,609,609,304.5,609,2,0,1,NO
112,112,37.333333333333336,103,0,0.0,0,112,37.333333333333336,103,112,37.333333333333336,103,3,0,1,NO
43,43,21.5,43,0,0.0,0,43,21.5,43,43,21.5,43,2,0,1,NO
60,60,30.0,60,0,0.0,0,60,30.0,60,60,30.0,60,2,0,1,NO
124,124,62.0,124,0,0.0,0,124,62.0,124,124,62.0,124,2,0,1,NO
184,184,92.0,184,0,0.0,0,184,92.0,184,184,92.0,184,2,0,1,NO
681,702,140.4,668,21,4.2,16,723,144.6,668,681,136.2,668,5,0,2,YES
122,122,61.0,122,0,0.0,0,122,61.0,122,122,61.0,122,2,0,1,NO
2834,2938,419.7142857142857,2795,103,14.714285714285714,47,3041,434.42857142857144,2795,2841,405.85714285714283,2795,7,0,2,YES
33,33,16.5,33,0,0.0,0,33,16.5,33,33,16.5,33,2,0,1,NO
298,298,149.0,298,0,0.0,0,298,149.0,298,298,149.0,298,2,0,1,NO
76,76,38.0,76,0,0.0,0,76,38.0,76,76,38.0,76,2,0,1,NO
60,60,60.0,60,0,0.0,0,60,60.0,60,60,60.0,60,1,0,1,NO
193,492,61.5,237,299,37.375,219,791,98.875,456,281,35.125,219,8,0,2,YES
68,150,21.428571428571427,70,82,11.714285714285714,65,232,33.142857142857146,135,72,10.285714285714286,65,7,0,2,NO
138,274,54.8,139,136,27.2,127,410,82.0,266,140,28.0,127,5,0,1,NO
518,1099,157.0,535,581,83.0,507,1680,240.0,1042,552,78.85714285714286,507,7,0,3,NO
87,178,29.666666666666668,89,91,15.166666666666666,82,269,44.833333333333336,171,93,15.5,82,6,0,2,NO
88,191,27.285714285714285,99,103,14.714285714285714,86,294,42.0,185,110,15.714285714285714,86,7,0,2,NO
71,191,31.833333333333332,91,120,20.0,82,311,51.833333333333336,173,111,18.5,82,6,0,1,YES
91,187,20.77777777777778,47,96,10.666666666666666,42,283,31.444444444444443,89,111,12.333333333333334,43,9,0,2,NO
139,289,72.25,139,150,37.5,136,439,109.75,275,139,34.75,136,4,0,1,NO
157,314,78.5,157,157,39.25,149,471,117.75,306,157,39.25,149,4,0,1,NO
1364,2771,307.8888888888889,1336,1407,156.33333333333334,1324,4178,464.22222222222223,2660,1380,153.33333333333334,1324,9,0,3,YES
1433,2956,211.14285714285714,1427,1523,108.78571428571429,1352,4479,319.92857142857144,2779,1483,105.92857142857143,1352,14,0,3,YES
140,217,31.0,97,77,11.0,58,294,42.0,155,142,20.285714285714285,58,7,0,2,NO
63,140,28.0,68,77,15.4,68,217,43.4,136,73,14.6,65,5,0,2,NO
127,286,28.6,134,158,15.8,123,444,44.4,257,168,16.8,123,10,0,2,NO
139,276,55.2,139,137,27.4,132,413,82.6,271,139,27.8,132,5,0,1,NO
46,90,22.5,46,44,11.0,41,134,33.5,87,46,11.5,41,4,0,1,NO
439,849,141.5,430,410,68.33333333333333,403,1259,209.83333333333334,833,441,73.5,403,6,0,2,NO
319,644,80.5,322,325,40.625,307,969,121.125,629,325,40.625,307,8,0,2,NO
55,111,18.5,57,56,9.333333333333334,50,167,27.833333333333332,107,59,9.833333333333334,50,6,0,1,NO
150,298,59.6,140,148,29.6,140,446,89.2,280,150,30.0,136,5,0,2,NO
137,274,54.8,137,137,27.4,133,411,82.2,270,137,27.4,133,5,0,2,NO
258,544,108.8,258,286,57.2,242,830,166.0,500,282,56.4,242,5,0,2,NO
74,158,39.5,74,84,21.0,74,242,60.5,148,74,18.5,71,4,0,1,NO
87,170,42.5,87,83,20.75,81,253,63.25,168,87,21.75,81,4,0,1,NO
32,61,15.25,32,29,7.25,28,90,22.5,60,32,8.0,28,4,0,1,NO
232,452,113.0,232,220,55.0,216,672,168.0,448,232,58.0,216,4,0,1,NO
145,284,71.0,145,139,34.75,137,423,105.75,282,145,36.25,137,4,0,1,NO
242,490,70.0,248,248,35.42857142857143,226,738,105.42857142857143,474,254,36.285714285714285,226,7,0,2,NO
592,1213,121.3,618,620,62.0,563,1833,183.3,1181,643,64.3,563,10,0,4,NO
333,689,114.83333333333333,335,356,59.333333333333336,307,1045,174.16666666666666,642,377,62.833333333333336,307,6,0,2,NO
216,458,91.6,229,242,48.4,211,700,140.0,440,242,48.4,211,5,0,1,NO
62,128,32.0,62,66,16.5,58,194,48.5,120,62,15.5,58,4,0,1,NO
30,59,14.75,30,29,7.25,27,88,22.0,57,30,7.5,27,4,0,1,NO
135,290,58.0,138,155,31.0,130,445,89.0,268,143,28.6,130,5,0,1,NO
672,1354,169.25,682,682,85.25,644,2036,254.5,1326,700,87.5,644,8,0,2,YES
465,901,180.2,465,436,87.2,432,1337,267.4,897,465,93.0,432,5,0,2,NO
64,125,31.25,64,61,15.25,58,186,46.5,122,64,16.0,58,4,0,1,NO
49,99,24.75,49,50,12.5,45,149,37.25,94,49,12.25,45,4,0,1,NO
30,59,14.75,30,29,7.25,27,88,22.0,57,30,7.5,27,4,0,1,NO
173,354,70.8,178,181,36.2,160,535,107.0,338,183,36.6,160,5,0,1,YES
79,161,40.25,81,82,20.5,74,243,60.75,155,83,20.75,74,4,0,1,NO
56,113,22.6,57,57,11.4,52,170,34.0,109,58,11.6,52,5,0,1,NO
36,72,18.0,36,36,9.0,32,108,27.0,68,36,9.0,32,4,0,1,NO
46,88,22.0,46,42,10.5,41,130,32.5,87,46,11.5,41,4,0,1,NO
48,92,23.0,48,44,11.0,43,136,34.0,91,48,12.0,43,4,0,1,NO
1455,2839,405.57142857142856,1465,1384,197.71428571428572,1336,4223,603.2857142857143,2801,1475,210.71428571428572,1336,7,0,2,NO
529,1059,151.28571428571428,537,530,75.71428571428571,492,1589,227.0,1029,547,78.14285714285714,492,7,0,2,NO
138,277,69.25,138,139,34.75,135,416,104.0,273,138,34.5,135,4,0,1,NO
529,1037,207.4,530,508,101.6,498,1545,309.0,1028,531,106.2,498,5,0,1,NO
72,144,36.0,72,72,18.0,69,216,54.0,141,72,18.0,69,4,0,1,NO
24,46,11.5,24,22,5.5,20,68,17.0,44,24,6.0,20,4,0,1,NO
72,144,36.0,72,72,18.0,69,216,54.0,141,72,18.0,69,4,0,1,NO
1067,2216,246.22222222222223,1081,1149,127.66666666666667,1024,3365,373.8888888888889,2105,1117,124.11111111111111,1024,9,0,4,NO
3525,7012,412.47058823529414,3542,3487,205.11764705882354,3202,10499,617.5882352941177,6744,3637,213.94117647058823,3202,17,0,4,YES
254,525,105.0,257,271,54.2,247,796,159.2,504,260,52.0,247,5,0,2,NO
91,179,44.75,91,88,22.0,87,267,66.75,178,91,22.75,87,4,0,1,NO
281,563,140.75,282,282,70.5,277,845,211.25,559,283,70.75,277,4,0,1,NO
81,161,40.25,81,80,20.0,77,241,60.25,158,81,20.25,77,4,0,1,NO
67,132,33.0,67,65,16.25,63,197,49.25,130,67,16.75,63,4,0,1,NO
70,142,35.5,70,72,18.0,67,214,53.5,137,70,17.5,67,4,0,1,NO
34,67,16.75,34,33,8.25,31,100,25.0,65,34,8.5,31,4,0,1,NO
69,137,27.4,70,68,13.6,63,205,41.0,133,71,14.2,63,5,0,1,NO
33,66,16.5,33,33,8.25,30,99,24.75,63,33,8.25,30,4,0,1,NO
50,100,25.0,50,50,12.5,47,150,37.5,97,50,12.5,47,4,0,1,NO
35,69,17.25,35,34,8.5,32,103,25.75,67,35,8.75,32,4,0,1,NO
35,69,17.25,35,34,8.5,32,103,25.75,67,35,8.75,32,4,0,1,NO
34,67,16.75,34,33,8.25,31,100,25.0,65,34,8.5,31,4,0,1,NO
45,90,22.5,45,45,11.25,42,135,33.75,87,45,11.25,42,4,0,1,NO
70,147,36.75,70,77,19.25,67,224,56.0,137,70,17.5,67,4,0,1,NO
39,77,19.25,40,38,9.5,35,115,28.75,75,41,10.25,35,4,0,1,NO
40,81,20.25,40,41,10.25,37,122,30.5,77,40,10.0,37,4,0,1,NO
271,572,95.33333333333333,281,301,50.166666666666664,255,873,145.5,536,291,48.5,255,6,0,1,NO
36,70,17.5,36,34,8.5,33,104,26.0,69,36,9.0,33,4,0,1,NO
185,358,89.5,185,173,43.25,164,531,132.75,349,185,46.25,164,4,0,1,NO
583,1153,192.16666666666666,588,570,95.0,553,1723,287.1666666666667,1141,593,98.83333333333333,553,6,0,1,NO
28,55,13.75,28,27,6.75,25,82,20.5,53,28,7.0,25,4,0,1,NO
35,69,17.25,35,34,8.5,32,103,25.75,67,35,8.75,32,4,0,1,NO
104,218,43.6,108,114,22.8,103,332,66.4,211,112,22.4,103,5,0,1,NO
110,222,44.4,112,112,22.4,103,334,66.8,215,114,22.8,103,5,0,1,YES
34,66,16.5,34,32,8.0,30,98,24.5,64,34,8.5,30,4,0,1,NO
40,82,20.5,40,42,10.5,37,124,31.0,77,40,10.0,37,4,0,1,NO
34,66,16.5,34,32,8.0,31,98,24.5,65,34,8.5,31,4,0,1,NO
183,372,74.4,187,189,37.8,175,561,112.2,362,191,38.2,175,5,0,1,NO
221,442,88.4,225,221,44.2,212,663,132.6,437,229,45.8,212,5,0,1,NO
57,135,33.75,65,78,19.5,52,213,53.25,117,73,18.25,52,4,0,1,NO
59,129,25.8,63,70,14.0,55,199,39.8,118,67,13.4,55,5,0,1,NO
61,144,28.8,66,83,16.6,61,227,45.4,127,71,14.2,61,5,0,2,NO
35,69,17.25,35,34,8.5,32,103,25.75,67,35,8.75,32,4,0,1,NO
888,1857,232.125,940,969,121.125,869,2826,353.25,1809,996,124.5,869,8,0,2,YES
153,320,64.0,157,167,33.4,147,487,97.4,304,161,32.2,147,5,0,1,NO
126,251,62.75,126,125,31.25,121,376,94.0,247,126,31.5,121,4,0,1,NO
29,57,14.25,29,28,7.0,26,85,21.25,55,29,7.25,26,4,0,1,NO
653,1312,187.42857142857142,666,659,94.14285714285714,612,1971,281.57142857142856,1278,681,97.28571428571429,612,7,0,2,YES
109,217,54.25,109,108,27.0,105,325,81.25,214,109,27.25,105,4,0,1,NO
79,158,31.6,80,78,15.6,75,236,47.2,155,80,16.0,75,5,0,1,NO
315,637,127.4,315,322,64.4,299,959,191.8,614,315,63.0,299,5,0,2,YES
169,345,57.5,169,176,29.333333333333332,154,521,86.83333333333333,323,171,28.5,154,6,0,2,NO
196,386,77.2,193,190,38.0,188,576,115.2,381,196,39.2,188,5,0,2,NO
330,668,111.33333333333333,335,338,56.333333333333336,317,1006,167.66666666666666,652,340,56.666666666666664,317,6,0,2,NO
501,993,248.25,502,492,123.0,474,1485,371.25,976,503,125.75,474,4,0,1,YES
35,69,17.25,35,34,8.5,32,103,25.75,67,35,8.75,32,4,0,1,NO
38,76,19.0,38,38,9.5,35,114,28.5,73,38,9.5,35,4,0,1,YES
136,288,36.0,143,152,19.0,129,440,55.0,272,150,18.75,129,8,0,2,NO
656,1358,339.5,665,702,175.5,652,2060,515.0,1317,674,168.5,652,4,0,1,YES
101,203,50.75,101,102,25.5,97,305,76.25,198,101,25.25,97,4,0,1,NO
4793,9834,819.5,4980,5041,420.0833333333333,4565,14875,1239.5833333333333,9545,5179,431.5833333333333,4565,12,0,3,YES
75,149,37.25,75,74,18.5,71,223,55.75,146,75,18.75,71,4,0,1,NO
42,85,21.25,42,43,10.75,39,128,32.0,81,42,10.5,39,4,0,1,NO
1345,2987,426.7142857142857,1496,1642,234.57142857142858,1333,4629,661.2857142857143,2829,1647,235.28571428571428,1333,7,0,3,YES
193,407,81.4,205,214,42.8,187,621,124.2,392,217,43.4,187,5,0,1,NO
182,383,76.6,193,201,40.2,176,584,116.8,369,204,40.8,176,5,0,1,NO
470,1022,127.75,495,552,69.0,447,1574,196.75,942,554,69.25,447,8,0,3,YES
653,1444,288.8,723,790,158.0,649,2234,446.8,1372,792,158.4,649,5,0,1,NO
434,944,188.8,473,509,101.8,429,1453,290.6,902,511,102.2,429,5,0,1,NO
131,269,53.8,136,138,27.6,125,407,81.4,261,141,28.2,125,5,0,1,NO
199,403,67.16666666666667,199,204,34.0,194,607,101.16666666666667,393,199,33.166666666666664,194,6,0,3,NO
811,1615,161.5,822,804,80.4,768,2419,241.9,1590,833,83.3,768,10,0,4,YES
40,80,20.0,40,40,10.0,37,120,30.0,77,40,10.0,37,4,0,1,NO
186,366,52.285714285714285,191,180,25.714285714285715,173,546,78.0,364,196,28.0,173,7,0,2,NO
917,1861,232.625,930,944,118.0,901,2805,350.625,1831,945,118.125,901,8,0,3,NO
590,1179,196.5,591,588,98.0,583,1767,294.5,1174,591,98.5,583,6,0,2,NO
82,167,41.75,84,84,21.0,79,251,62.75,163,85,21.25,79,4,0,1,NO
80,161,40.25,81,81,20.25,76,242,60.5,157,82,20.5,76,4,0,1,NO
70,143,35.75,72,72,18.0,67,215,53.75,139,73,18.25,67,4,0,1,NO
86,175,43.75,88,88,22.0,83,263,65.75,171,89,22.25,83,4,0,1,NO
75,153,38.25,77,77,19.25,71,230,57.5,148,78,19.5,71,4,0,1,NO
740,1441,205.85714285714286,665,701,100.14285714285714,627,2142,306.0,1292,756,108.0,627,7,0,2,YES
88,180,45.0,90,92,23.0,85,272,68.0,175,92,23.0,85,4,0,1,NO
348,702,117.0,357,354,59.0,328,1056,176.0,685,366,61.0,328,6,0,2,NO
326,716,79.55555555555556,316,390,43.333333333333336,312,1106,122.88888888888889,628,352,39.111111111111114,312,9,0,3,YES
698,1392,139.2,436,694,69.4,410,2086,208.6,846,708,70.8,410,10,0,3,YES
895,1784,162.1818181818182,867,889,80.81818181818181,822,2673,243.0,1689,909,82.63636363636364,822,11,0,2,NO
40,83,16.6,40,43,8.6,37,126,25.2,77,40,8.0,37,5,0,1,NO
79,162,40.5,81,82,20.5,76,244,61.0,157,82,20.5,76,4,0,1,NO
62,125,31.25,63,63,15.75,58,188,47.0,121,64,16.0,58,4,0,1,NO
406,802,200.5,407,396,99.0,385,1198,299.5,792,408,102.0,385,4,0,1,NO
201,406,81.2,208,204,40.8,187,610,122.0,395,214,42.8,187,5,0,1,NO
40,82,20.5,40,42,10.5,37,124,31.0,77,40,10.0,37,4,0,1,NO
108,228,45.6,108,120,24.0,103,348,69.6,211,108,21.6,103,5,0,1,NO
259,540,90.0,260,281,46.833333333333336,237,821,136.83333333333334,497,267,44.5,237,6,0,2,NO
38,73,18.25,38,35,8.75,34,108,27.0,72,38,9.5,34,4,0,1,NO
740,1485,247.5,745,745,124.16666666666667,728,2230,371.6666666666667,1473,750,125.0,728,6,0,2,NO
52,109,21.8,52,57,11.4,48,166,33.2,100,52,10.4,48,5,0,1,NO
124,252,63.0,124,128,32.0,119,380,95.0,243,124,31.0,119,4,0,1,NO
491,1034,172.33333333333334,495,542,90.33333333333333,488,1576,262.6666666666667,983,500,83.33333333333333,488,6,0,2,NO
107,213,53.25,108,105,26.25,102,318,79.5,210,108,27.0,102,4,0,1,NO
104,226,45.2,108,122,24.4,102,348,69.6,210,112,22.4,102,5,0,2,NO
308,613,122.6,308,305,61.0,294,918,183.6,602,308,61.6,294,5,0,2,YES
39,82,16.4,41,43,8.6,34,125,25.0,75,43,8.6,34,5,0,2,NO
459,945,189.0,467,485,97.0,453,1430,286.0,920,474,94.8,453,5,0,1,NO
81,165,41.25,83,83,20.75,78,248,62.0,161,84,21.0,78,4,0,1,NO
36,73,18.25,37,37,9.25,32,110,27.5,69,38,9.5,32,4,0,1,NO
87,175,43.75,88,88,22.0,83,263,65.75,171,89,22.25,83,4,0,1,NO
86,175,43.75,88,88,22.0,83,263,65.75,171,89,22.25,83,4,0,1,NO
88,179,44.75,90,90,22.5,85,269,67.25,175,91,22.75,85,4,0,1,NO
35,71,17.75,36,36,9.0,31,107,26.75,67,37,9.25,31,4,0,1,NO
91,183,45.75,92,92,23.0,87,275,68.75,179,93,23.25,87,4,0,1,NO
86,173,43.25,87,87,21.75,82,260,65.0,169,88,22.0,82,4,0,1,NO
76,152,38.0,77,76,19.0,72,228,57.0,149,78,19.5,72,4,0,1,NO
65,134,33.5,67,68,17.0,62,202,50.5,129,68,17.0,62,4,0,1,NO
59,120,30.0,61,60,15.0,56,180,45.0,117,62,15.5,56,4,0,1,NO
118,241,48.2,121,122,24.4,114,363,72.6,235,123,24.6,114,5,0,2,NO
189,390,97.5,194,200,50.0,187,590,147.5,381,198,49.5,187,4,0,1,NO
284,590,118.0,289,306,61.2,282,896,179.2,571,294,58.8,282,5,0,1,NO
53,110,27.5,53,57,14.25,50,167,41.75,103,53,13.25,50,4,0,1,NO
2191,4441,493.44444444444446,2249,2250,250.0,2108,6691,743.4444444444445,4357,2319,257.6666666666667,2108,9,0,2,NO
59,132,14.666666666666666,65,73,8.11111111111111,59,205,22.77777777777778,124,71,7.888888888888889,59,9,0,2,NO
48,100,20.0,48,52,10.4,45,152,30.4,93,48,9.6,45,5,0,1,NO
77,164,27.333333333333332,80,87,14.5,74,251,41.833333333333336,154,83,13.833333333333334,74,6,0,2,NO
40,80,20.0,40,40,10.0,37,120,30.0,77,40,10.0,37,4,0,1,NO
349,693,138.6,353,344,68.8,330,1037,207.4,683,357,71.4,330,5,0,1,NO
207,403,100.75,208,196,49.0,190,599,149.75,398,209,52.25,190,4,0,1,NO
213,421,105.25,214,208,52.0,201,629,157.25,415,215,53.75,201,4,0,1,YES
36,71,17.75,36,35,8.75,33,106,26.5,69,36,9.0,33,4,0,1,NO
70,145,36.25,70,75,18.75,66,220,55.0,136,70,17.5,66,4,0,1,NO
838,1650,330.0,838,812,162.4,800,2462,492.4,1638,838,167.6,800,5,0,2,NO
2988,6164,440.2857142857143,3026,3176,226.85714285714286,2831,9340,667.1428571428571,5857,3158,225.57142857142858,2831,14,0,3,YES
435,914,130.57142857142858,437,479,68.42857142857143,430,1393,199.0,867,441,63.0,430,7,0,3,NO
423,948,105.33333333333333,427,525,58.333333333333336,416,1473,163.66666666666666,843,435,48.333333333333336,416,9,0,3,NO
317,658,109.66666666666667,314,341,56.833333333333336,308,999,166.5,622,321,53.5,308,6,0,2,NO
59,120,30.0,61,60,15.0,55,180,45.0,116,62,15.5,55,4,0,1,NO
70,143,35.75,72,72,18.0,67,215,53.75,139,73,18.25,67,4,0,1,NO
37,76,19.0,38,39,9.75,33,115,28.75,71,39,9.75,33,4,0,1,NO
64,127,31.75,64,63,15.75,59,190,47.5,123,64,16.0,59,4,0,1,NO
135,270,67.5,136,135,33.75,131,405,101.25,267,137,34.25,131,4,0,1,NO
36,73,18.25,37,37,9.25,32,110,27.5,69,38,9.5,32,4,0,1,NO
63,123,30.75,63,60,15.0,58,183,45.75,121,63,15.75,58,4,0,1,NO
63,123,30.75,63,60,15.0,58,183,45.75,121,63,15.75,58,4,0,1,NO
330,649,81.125,333,319,39.875,310,968,121.0,643,336,42.0,310,8,0,3,YES
136,285,57.0,140,148,29.6,132,433,86.6,272,143,28.6,132,5,0,1,YES
67,133,26.6,68,66,13.2,60,199,39.8,128,69,13.8,60,5,0,2,NO
482,947,118.375,484,464,58.0,447,1411,176.375,931,487,60.875,447,8,0,2,YES
24,24,24.0,24,0,0.0,0,24,24.0,24,24,24.0,24,1,0,1,NO
38,75,18.75,38,37,9.25,34,112,28.0,72,38,9.5,34,4,0,1,NO
94,189,31.5,91,95,15.833333333333334,84,284,47.333333333333336,175,96,16.0,84,6,0,2,NO
69,145,29.0,69,76,15.2,65,221,44.2,134,69,13.8,65,5,0,1,NO
90,184,30.666666666666668,88,94,15.666666666666666,82,278,46.333333333333336,170,94,15.666666666666666,82,6,0,2,NO
55,108,27.0,56,52,13.0,49,160,40.0,105,56,14.0,49,4,0,1,NO
67,128,25.6,61,60,12.0,57,188,37.6,118,68,13.6,57,5,0,2,NO
55,106,26.5,55,51,12.75,48,157,39.25,103,55,13.75,48,4,0,1,NO
80,171,34.2,84,91,18.2,77,262,52.4,161,88,17.6,77,5,0,2,NO
30,58,14.5,30,28,7.0,26,86,21.5,56,30,7.5,26,4,0,1,NO
62,121,30.25,62,59,14.75,56,180,45.0,118,62,15.5,56,4,0,1,NO
43,88,22.0,44,44,11.0,40,132,33.0,84,44,11.0,40,4,0,1,NO
43,88,22.0,44,44,11.0,40,132,33.0,84,44,11.0,40,4,0,1,NO
76,151,37.75,76,75,18.75,69,226,56.5,145,76,19.0,69,4,0,1,NO
89,174,34.8,83,84,16.8,79,258,51.6,162,90,18.0,79,5,0,2,NO
81,172,34.4,86,90,18.0,82,262,52.4,168,90,18.0,82,5,0,2,NO
184,355,50.714285714285715,170,171,24.428571428571427,158,526,75.14285714285714,328,202,28.857142857142858,158,7,0,2,NO
73,154,30.8,75,81,16.2,70,235,47.0,145,77,15.4,70,5,0,2,NO
82,153,30.6,75,71,14.2,68,224,44.8,143,82,16.4,68,5,0,2,NO
68,145,24.166666666666668,71,76,12.666666666666666,64,221,36.833333333333336,135,73,12.166666666666666,64,6,0,2,NO
30,60,15.0,31,29,7.25,27,89,22.25,58,31,7.75,27,4,0,1,NO
80,154,30.8,74,73,14.6,69,227,45.4,143,81,16.2,69,5,0,2,NO
42,86,21.5,43,43,10.75,39,129,32.25,82,43,10.75,39,4,0,1,NO
42,86,21.5,43,43,10.75,39,129,32.25,82,43,10.75,39,4,0,1,NO
49,97,24.25,49,48,12.0,45,145,36.25,94,49,12.25,45,4,0,1,NO
41,96,19.2,49,55,11.0,45,151,30.2,94,57,11.4,45,5,0,2,NO
68,161,23.0,78,92,13.142857142857142,71,253,36.142857142857146,149,87,12.428571428571429,71,7,0,2,NO
38,77,19.25,39,38,9.5,35,115,28.75,74,39,9.75,35,4,0,1,NO
38,75,18.75,38,37,9.25,34,112,28.0,72,38,9.5,34,4,0,1,NO
37,76,19.0,39,38,9.5,34,114,28.5,73,40,10.0,34,4,0,1,NO
79,160,26.666666666666668,78,81,13.5,70,241,40.166666666666664,148,87,14.5,70,6,0,2,NO
30,57,11.4,26,27,5.4,23,84,16.8,49,30,6.0,23,5,0,2,NO
406,824,164.8,404,418,83.6,398,1242,248.4,802,412,82.4,398,5,0,2,NO
61,121,30.25,61,60,15.0,57,181,45.25,118,61,15.25,57,4,0,1,NO
31,31,31.0,31,0,0.0,0,31,31.0,31,31,31.0,31,1,0,1,NO
89,188,37.6,90,98,19.6,86,286,57.2,176,90,18.0,86,5,0,2,NO
86,190,38.0,89,104,20.8,82,294,58.8,171,92,18.4,82,5,0,1,NO
57,57,57.0,57,0,0.0,0,57,57.0,57,57,57.0,57,1,0,1,NO
54,117,23.4,56,63,12.6,52,180,36.0,108,58,11.6,52,5,0,2,NO
38,78,19.5,40,39,9.75,35,117,29.25,75,41,10.25,35,4,0,1,NO
38,78,19.5,40,39,9.75,35,117,29.25,75,41,10.25,35,4,0,1,NO
725,1430,204.28571428571428,725,705,100.71428571428571,688,2135,305.0,1413,733,104.71428571428571,688,7,0,3,NO
68,143,28.6,69,75,15.0,64,218,43.6,133,70,14.0,64,5,0,2,NO
66,125,25.0,60,59,11.8,56,184,36.8,116,66,13.2,56,5,0,2,NO
72,139,27.8,67,66,13.2,63,205,41.0,130,73,14.6,63,5,0,2,NO
38,78,19.5,40,39,9.75,35,117,29.25,75,41,10.25,35,4,0,1,NO
38,78,19.5,40,39,9.75,35,117,29.25,75,41,10.25,35,4,0,1,NO
69,152,30.4,77,83,16.6,72,235,47.0,149,85,17.0,72,5,0,2,NO
47,95,23.75,48,47,11.75,44,142,35.5,92,48,12.0,44,4,0,1,NO
71,141,28.2,73,69,13.8,64,210,42.0,137,74,14.8,64,5,0,1,NO
68,144,28.8,69,76,15.2,65,220,44.0,134,70,14.0,65,5,0,2,NO
50,99,24.75,50,49,12.25,46,148,37.0,96,50,12.5,46,4,0,1,NO
50,99,24.75,50,49,12.25,46,148,37.0,96,50,12.5,46,4,0,1,NO
38,77,19.25,39,38,9.5,35,115,28.75,74,39,9.75,35,4,0,1,NO
38,77,19.25,39,38,9.5,35,115,28.75,74,39,9.75,35,4,0,1,NO
37,76,19.0,39,38,9.5,34,114,28.5,73,40,10.0,34,4,0,1,NO
54,103,20.6,49,48,9.6,45,151,30.2,94,55,11.0,45,5,0,2,NO
39,92,18.4,47,53,10.6,43,145,29.0,90,55,11.0,43,5,0,2,NO
59,112,22.4,53,52,10.4,49,164,32.8,102,60,12.0,49,5,0,2,NO
65,146,29.2,74,80,16.0,69,226,45.2,143,82,16.4,69,5,0,2,NO
36,70,17.5,36,34,8.5,32,104,26.0,68,36,9.0,32,4,0,1,NO
42,82,16.4,41,40,8.0,37,122,24.4,78,42,8.4,37,5,0,2,NO
109,173,34.6,63,64,12.8,59,237,47.4,122,109,21.8,59,5,0,2,NO
51,105,26.25,51,54,13.5,48,159,39.75,99,51,12.75,48,4,0,1,NO
46,90,22.5,46,44,11.0,42,134,33.5,88,46,11.5,42,4,0,1,NO
40,79,19.75,40,39,9.75,36,118,29.5,76,40,10.0,36,4,0,1,NO
38,75,18.75,38,37,9.25,34,112,28.0,72,38,9.5,34,4,0,1,NO
59,128,32.0,64,69,17.25,58,197,49.25,122,69,17.25,58,4,0,1,NO
63,136,27.2,66,72,14.4,61,208,41.6,127,68,13.6,61,5,0,2,NO
61,135,27.0,69,74,14.8,63,209,41.8,132,77,15.4,63,5,0,2,NO
37,72,18.0,37,35,8.75,33,107,26.75,70,37,9.25,33,4,0,1,NO
65,138,27.6,66,73,14.6,62,211,42.2,128,67,13.4,62,5,0,2,NO
38,77,19.25,39,38,9.5,35,115,28.75,74,39,9.75,35,4,0,1,NO
62,120,30.0,62,58,14.5,55,178,44.5,117,62,15.5,55,4,0,1,NO
39,92,18.4,47,53,10.6,43,145,29.0,90,55,11.0,43,5,0,2,NO
54,120,24.0,57,66,13.2,53,186,37.2,110,60,12.0,53,5,0,2,NO
55,119,23.8,57,64,12.8,53,183,36.6,110,59,11.8,53,5,0,2,NO
78,166,33.2,83,87,17.4,73,253,50.6,156,87,17.4,73,5,0,2,NO
66,142,28.4,68,76,15.2,64,218,43.6,132,70,14.0,64,5,0,2,NO
65,148,24.666666666666668,74,82,13.666666666666666,69,230,38.333333333333336,143,82,13.666666666666666,69,6,0,2,NO
114,233,33.285714285714285,110,119,17.0,102,352,50.285714285714285,212,122,17.428571428571427,102,7,0,2,NO
57,107,21.4,51,50,10.0,47,157,31.4,98,57,11.4,47,5,0,2,NO
